fid,area,perimeter,id,survey_id,diff17_19_,diff17_1_1,diff17_1_2,vol_diff,15-19_mean,vol_15-17,DI_sum,DI_mean,DI_max,DI_range,slope_mean
1,3.271484375000000,7.092224574919812,"210",,0.065373723705610,-0.044359222054482,0.120504364371300,0.213000000000000,0.365000000000000,1.195700000000000,3885.659164428710938,323.804930369059264,456.872100830078125,246.301620483398438,28.9256191253662
2,2.528808593750000,6.561175985492609,"211",,0.191184505820274,0.084838852286339,0.246744140982628,0.483000000000000,0.319000000000000,0.809000000000000,1450.664939880371094,131.878630898215562,187.776580810546875,102.867111206054688,31.2487730979919
3,2.192138671875000,5.646715821794997,"212",,0.094780399181050,-0.074457183480263,0.187307342886925,0.207000000000000,0.363000000000000,0.797100000000000,1947.568969726562500,216.396552191840271,294.163574218750000,176.868179321289063,30.1728704828634
4,59.192626953125000,43.530117030152788,"94","95",0.005123469978571,-0.429697066545486,0.360921829938889,0.303000000000000,0.462000000000000,27.394300000000001,139390.564196109771729,578.384083801285328,3720.597656250000000,3719.863942861557007,25.2754603068034
5,8.636230468750000,12.468124819953520,"95","96",0.113910446564356,0.044439300894737,0.284204453229904,0.983000000000000,0.313000000000000,2.707500000000000,1080.316987514495850,33.759905859827995,208.443328857421875,202.757234573364258,22.6608967251248
6,47.581298828125000,28.470757980480219,"96","97",0.108265404133936,-0.308242827653885,0.333768814802170,5.151000000000000,0.416000000000000,19.836600000000001,55647.530016183853149,294.431375747004495,2995.280517578125000,2992.778996706008911,24.2685790476592
7,5.754638671875000,11.167862414058282,"97","98",0.117345477143923,0.010515198111534,0.165233597159386,0.675000000000000,0.242000000000000,1.394300000000000,2945.112319946289063,147.255615997314464,422.730651855468750,372.718395233154297,23.555217107137
8,2.228759765625000,5.733087670625543,"98","113",0.129336342215538,0.077627167105675,0.181045517325401,0.288000000000000,0.345000000000000,0.770700000000000,363.032440185546875,40.336937798394096,60.384372711181641,32.108610153198242,24.2437858581543
9,4.711425781250000,10.949532492384137,"99","99",0.139158551891645,0.059091553092003,0.228797897696495,0.655000000000000,0.326000000000000,1.537800000000000,2391.478622436523438,140.675213084501365,280.465606689453125,214.194976806640625,29.6738103230794
10,28.682617187500000,21.043229743376298,"100","100",0.143755403572115,0.008613571524620,0.266698807477951,4.123000000000000,0.325000000000000,9.330500000000001,6693.046151161193848,58.200401314445166,300.809234619140625,295.314266204833984,22.7067430430445
11,9.679443359375000,13.629979480998706,"101","101",0.038190652023662,-0.460676223039627,0.144205078482628,0.369000000000000,0.338000000000000,3.279400000000000,20521.708320617675781,500.529471234577443,6576.511230468750000,6542.456695556640625,26.3473087657582
12,59.088867187500000,43.791162742662266,"102","102",0.125796077197248,0.023027405142784,0.275594681501389,7.433000000000000,0.468000000000000,27.659500000000001,26674.821611404418945,115.475418231187959,366.401306152343750,346.744323730468750,24.4104709625244
13,110.648925781250000,66.651740887117484,"103","103",0.144867288496063,-0.023454681038857,0.417293518781662,16.020000000000000,0.337000000000000,37.388300000000001,47850.980712890625000,108.015757816908859,402.439331054687500,384.726087570190430,22.40652666006
14,65.510009765625000,37.547110438074370,"104","104",0.103706553560187,-0.075841918587685,0.238878235220909,6.793000000000000,0.318000000000000,20.878000000000000,77268.007877349853516,291.577388216414533,1060.462402343750000,1036.255754470825195,22.9929202646017
15,62.624511718750000,35.670481948814128,"105","105",0.095858976012096,-0.183826461434364,0.259483307600021,6.003000000000000,0.306000000000000,19.181899999999999,72277.843131065368652,287.959534386714608,1269.239868164062500,1261.791408061981201,22.338998362422
16,15.127197265625000,20.189967160152058,"106","106",0.119928853710492,-0.028108611702919,0.222478851675987,1.814000000000000,0.416000000000000,6.306500000000000,8330.482177734375000,134.362615769909269,446.964996337890625,417.441337585449219,24.4317757288615
17,3.401855468750000,8.734484802125435,"107","107",0.145933613181114,0.030733093619347,0.193424209952354,0.496000000000000,0.389000000000000,1.325700000000000,9742.076110839843750,649.471740722656250,1714.974243164062500,1350.645233154296875,23.6167540550232
18,18.695312500000000,17.339667025618571,"108","108",0.120989437807690,-0.030916228890419,0.239578232169151,2.261000000000000,0.336000000000000,6.292800000000000,10076.395172119140625,132.584147001567629,273.287750244140625,234.481620788574219,26.9120082855225
19,12.431640625000000,18.637450948552249,"109","109",0.137590393424034,0.079353317618370,0.212886795401573,1.710000000000000,0.528000000000000,6.566400000000000,17882.817726135253906,350.643484826181464,2155.081298828125000,2029.724174499511719,25.1537334442139
20,22.885498046875000,25.982715379141954,"110","110",0.132646804506128,-0.034648910164833,0.263334244489670,3.035000000000000,0.414000000000000,9.486000000000001,9536.967587471008301,108.374631675806910,652.750976562500000,643.656828880310059,24.5484918681058
21,13.627685546875000,15.558581019375353,"111","111",0.125694991304324,-0.305261641740799,0.265441864728928,1.712000000000000,0.523000000000000,7.131400000000000,3601.705821990966797,64.316175392695840,181.691925048828125,155.873489379882813,27.0135417351356
22,5.100830078125000,8.515373548820698,"112","112",0.124231959305083,-0.007198349107057,0.200197204947472,0.633000000000000,0.449000000000000,2.291800000000000,1064.526645660400391,53.226332283020021,113.242683410644531,90.079454421997070,32.0695171356201
23,10.939941406250000,14.802542922575203,"113","114",0.169419800241788,0.042676910758018,0.290409058332443,1.853000000000000,0.332000000000000,3.639700000000000,11936.306123733520508,277.588514505430737,877.984436035156250,856.114511489868164,25.0026961432563
24,2.791992187500000,6.883547511014921,"114","115",0.132042547067006,0.058946594595909,0.260206192731857,0.368000000000000,0.507000000000000,1.418100000000000,861.203056335449219,78.291186939586296,107.088417053222656,61.146160125732422,31.6913401285807
25,9.563232421875000,13.596109300068944,"115","116",0.166549824178219,0.018869385123253,0.282539337873459,1.592000000000000,0.302000000000000,2.888100000000000,5297.204303741455078,135.825751377986023,357.902404785156250,339.001728057861328,28.2307211558024
26,23.407226562500000,21.646167571911914,"116","117",0.178516904115677,-0.009231582283974,0.441930741071701,4.178000000000000,0.367000000000000,8.597500000000000,15077.129629135131836,162.119673431560557,469.530120849609375,448.262157440185547,26.6669029998779
27,44.979980468750000,26.897268365905887,"117","118",0.120595916112264,-0.286735564470291,0.592674255371094,5.424000000000000,0.404000000000000,18.207899999999999,53766.401334762573242,298.702229637569872,1503.688476562500000,1489.032340049743652,23.8857764561971
28,27.784179687500000,20.241153612531971,"118","119",0.144008987798141,0.043994888663292,0.256114929914474,4.001000000000000,0.302000000000000,8.396400000000000,3583.307032585144043,32.282045338604902,91.240066528320313,83.636275291442871,22.6980543503395
29,19.292236328125000,17.941946954199338,"158","169",0.042885553505686,-0.061601653695107,0.117164596915245,0.827000000000000,0.249000000000000,4.809600000000000,3813.770465850830078,48.894493151933716,135.026611328125000,120.542687416076660,21.0566155115763
30,38.830322265625000,32.378493310546133,"159","170",0.038343573551376,-0.110351577401161,0.135307297110558,1.488000000000000,-0.080000000000000,-3.487000000000000,18488.114955902099609,121.632335236198017,598.001159667968750,585.990630149841309,21.7468532191383
31,12.810058593750000,15.721085678384020,"160","171",0.204706346446818,0.086187347769737,0.324378937482834,2.622000000000000,0.589000000000000,7.555400000000000,9390.555942535400391,195.636582136154175,428.408691406250000,396.793632507324219,39.2268739180131
32,18.828613281250000,18.325012441726056,"161","172",0.147180647485786,0.095930084586143,0.276355713605881,2.771000000000000,0.428000000000000,8.075600000000000,5390.832178115844727,71.877762374877932,348.965972900390625,341.847646236419678,29.9544524086846
33,21.373535156250000,18.771763851956667,"162","173",0.126324827969074,0.031042084097862,0.322555512189865,2.700000000000000,0.561000000000000,12.005500000000000,1793.186296939849854,20.851003452788952,53.599472045898438,47.250605106353760,30.547204208374
34,25.795410156250000,21.262562324024920,"163","174",0.231612480030610,0.044040665030479,0.514896392822266,5.974000000000000,0.782000000000000,20.184899999999999,2288.304740905761719,21.793378484816778,37.067771911621094,30.606235980987549,31.8750831897442
35,18.354248046875000,18.813596501239957,"164","175",0.163289805776195,0.074031814932823,0.312250107526779,2.997000000000000,0.614000000000000,11.282400000000001,6327.485425949096680,85.506559810122923,251.125274658203125,243.992826461791992,31.7294379786441
36,1.092285156250000,3.938934800032746,"257",,0.170218368101482,0.104661926627159,0.324729889631271,0.185000000000000,0.437000000000000,0.477400000000000,228.028556823730469,57.007139205932617,81.629844665527344,46.177089691162109,39.1439003771679
37,3.076416015625000,6.756686178370022,"258",,0.200786095112562,0.106670364737511,0.309177368879318,0.617000000000000,0.483000000000000,1.487400000000000,1633.198356628417969,125.630642817570617,238.470520019531250,193.564334869384766,37.2324209213257
38,1.919921875000000,5.388595033884569,"259",,0.182429298758507,0.137849792838097,0.227008804678917,0.350000000000000,0.604000000000000,1.160400000000000,233.144525527954102,33.306360789707732,40.034137725830078,13.143419265747070,34.2696990966797
