datetime,RainFall,cumulativeRain,datetime,PreEvent_CumSum_mm,
10/5/2018 21:00,0,25.4,10/5/2018 21:00,,
10/5/2018 21:15,0,25.4,10/5/2018 21:15,,
10/5/2018 21:30,0,25.4,10/5/2018 21:30,,
10/5/2018 21:45,0,25.4,10/5/2018 21:45,,
10/5/2018 22:00,0,25.4,10/5/2018 22:00,,
10/5/2018 22:15,0,25.4,10/5/2018 22:15,,
10/5/2018 22:30,0,25.4,10/5/2018 22:30,,
10/5/2018 22:45,0,25.4,10/5/2018 22:45,,
10/5/2018 23:00,0,25.4,10/5/2018 23:00,,
10/5/2018 23:15,0,25.4,10/5/2018 23:15,,
10/5/2018 23:30,0,25.4,10/5/2018 23:30,,
10/5/2018 23:45,0,25.4,10/5/2018 23:45,,
10/6/2018 0:00,0,25.4,10/6/2018 0:00,,
10/6/2018 0:15,0,25.4,10/6/2018 0:15,,
10/6/2018 0:30,0,25.4,10/6/2018 0:30,,
10/6/2018 0:45,0,25.4,10/6/2018 0:45,,
10/6/2018 1:00,0,25.4,10/6/2018 1:00,,
10/6/2018 1:15,0,25.4,10/6/2018 1:15,,
10/6/2018 1:30,0,25.4,10/6/2018 1:30,,
10/6/2018 1:45,0,25.4,10/6/2018 1:45,,
10/6/2018 2:00,0,25.4,10/6/2018 2:00,,
10/6/2018 2:15,0,25.4,10/6/2018 2:15,,
10/6/2018 2:30,0,25.4,10/6/2018 2:30,,
10/6/2018 2:45,0,25.4,10/6/2018 2:45,,
10/6/2018 3:00,0,25.4,10/6/2018 3:00,,
10/6/2018 3:15,0,25.4,10/6/2018 3:15,,
10/6/2018 3:30,0,25.4,10/6/2018 3:30,,
10/6/2018 3:45,0,25.4,10/6/2018 3:45,,
10/6/2018 4:00,0,25.4,10/6/2018 4:00,,
10/6/2018 4:15,0,25.4,10/6/2018 4:15,,
10/6/2018 4:30,0,25.4,10/6/2018 4:30,,
10/6/2018 4:45,0,25.4,10/6/2018 4:45,,
10/6/2018 5:00,0,25.4,10/6/2018 5:00,,
10/6/2018 5:15,0,25.4,10/6/2018 5:15,,
10/6/2018 5:30,0,25.4,10/6/2018 5:30,,
10/6/2018 5:45,0,25.4,10/6/2018 5:45,,
10/6/2018 6:00,0,25.4,10/6/2018 6:00,,
10/6/2018 6:15,0,25.4,10/6/2018 6:15,,
10/6/2018 6:30,0,25.4,10/6/2018 6:30,,
10/6/2018 6:45,0,25.4,10/6/2018 6:45,,
10/6/2018 7:00,0,25.4,10/6/2018 7:00,,
10/6/2018 7:15,0,25.4,10/6/2018 7:15,,
10/6/2018 7:30,0,25.4,10/6/2018 7:30,,
10/6/2018 7:45,0,25.4,10/6/2018 7:45,,
10/6/2018 8:00,0,25.4,10/6/2018 8:00,,
10/6/2018 8:15,0,25.4,10/6/2018 8:15,,
10/6/2018 8:30,0,25.4,10/6/2018 8:30,,
10/6/2018 8:45,0,25.4,10/6/2018 8:45,,
10/6/2018 9:00,0,25.4,10/6/2018 9:00,,
10/6/2018 9:15,0,25.4,10/6/2018 9:15,,
10/6/2018 9:30,0,25.4,10/6/2018 9:30,,
10/6/2018 9:45,0,25.4,10/6/2018 9:45,,
10/6/2018 10:00,0,25.4,10/6/2018 10:00,,
10/6/2018 10:15,0,25.4,10/6/2018 10:15,,
10/6/2018 10:30,0,25.4,10/6/2018 10:30,,
10/6/2018 10:45,0,25.4,10/6/2018 10:45,,
10/6/2018 11:00,0,25.4,10/6/2018 11:00,,
10/6/2018 11:15,0,25.4,10/6/2018 11:15,,
10/6/2018 11:30,0,25.4,10/6/2018 11:30,,
10/6/2018 11:45,0,25.4,10/6/2018 11:45,,
10/6/2018 12:00,0,25.4,10/6/2018 12:00,,
10/6/2018 12:15,0,25.4,10/6/2018 12:15,,
10/6/2018 12:30,0,25.4,10/6/2018 12:30,,
10/6/2018 12:45,0,25.4,10/6/2018 12:45,,
10/6/2018 13:00,0,25.4,10/6/2018 13:00,,
10/6/2018 13:15,0,25.4,10/6/2018 13:15,,
10/6/2018 13:30,0,25.4,10/6/2018 13:30,,
10/6/2018 13:45,0,25.4,10/6/2018 13:45,,
10/6/2018 14:00,0,25.4,10/6/2018 14:00,,
10/6/2018 14:15,0,25.4,10/6/2018 14:15,,
10/6/2018 14:30,0,25.4,10/6/2018 14:30,,
10/6/2018 14:45,0,25.4,10/6/2018 14:45,,
10/6/2018 15:00,0,25.4,10/6/2018 15:00,,
10/6/2018 15:15,0,25.4,10/6/2018 15:15,,
10/6/2018 15:30,0,25.4,10/6/2018 15:30,,
10/6/2018 15:45,0,25.4,10/6/2018 15:45,,
10/6/2018 16:00,0,25.4,10/6/2018 16:00,,
10/6/2018 16:15,0,25.4,10/6/2018 16:15,,
10/6/2018 16:30,0,25.4,10/6/2018 16:30,,
10/6/2018 16:45,0,25.4,10/6/2018 16:45,,
10/6/2018 17:00,0,25.4,10/6/2018 17:00,,
10/6/2018 17:15,0,25.4,10/6/2018 17:15,,
10/6/2018 17:30,0,25.4,10/6/2018 17:30,,
10/6/2018 17:45,0,25.4,10/6/2018 17:45,,
10/6/2018 18:00,0,25.4,10/6/2018 18:00,,
10/6/2018 18:15,0,25.4,10/6/2018 18:15,,
10/6/2018 18:30,0,25.4,10/6/2018 18:30,,
10/6/2018 18:45,0,25.4,10/6/2018 18:45,,
10/6/2018 19:00,0,25.4,10/6/2018 19:00,,
10/6/2018 19:15,0,25.4,10/6/2018 19:15,,
10/6/2018 19:30,0,25.4,10/6/2018 19:30,,
10/6/2018 19:45,0,25.4,10/6/2018 19:45,,
10/6/2018 20:00,0,25.4,10/6/2018 20:00,,
10/6/2018 20:15,0,25.4,10/6/2018 20:15,,
10/6/2018 20:30,0,25.4,10/6/2018 20:30,,
10/6/2018 20:45,0,25.4,10/6/2018 20:45,,
10/6/2018 21:00,0,25.4,10/6/2018 21:00,,
10/6/2018 21:15,0,25.4,10/6/2018 21:15,,
10/6/2018 21:30,0,25.4,10/6/2018 21:30,,
10/6/2018 21:45,0,25.4,10/6/2018 21:45,,
10/6/2018 22:00,0,25.4,10/6/2018 22:00,,
10/6/2018 22:15,0,25.4,10/6/2018 22:15,,
10/6/2018 22:30,0,25.4,10/6/2018 22:30,,
10/6/2018 22:45,0,25.4,10/6/2018 22:45,,
10/6/2018 23:00,0,25.4,10/6/2018 23:00,,
10/6/2018 23:15,0,25.4,10/6/2018 23:15,,
10/6/2018 23:30,0,25.4,10/6/2018 23:30,,
10/6/2018 23:45,0,25.4,10/6/2018 23:45,,
10/7/2018 0:00,0,25.4,10/7/2018 0:00,,
10/7/2018 0:15,0,25.4,10/7/2018 0:15,,
10/7/2018 0:30,0,25.4,10/7/2018 0:30,,
10/7/2018 0:45,0,25.4,10/7/2018 0:45,,
10/7/2018 1:00,0,25.4,10/7/2018 1:00,,
10/7/2018 1:15,0,25.4,10/7/2018 1:15,,
10/7/2018 1:30,0,25.4,10/7/2018 1:30,,
10/7/2018 1:45,0,25.4,10/7/2018 1:45,,
10/7/2018 2:00,0,25.4,10/7/2018 2:00,,
10/7/2018 2:15,0,25.4,10/7/2018 2:15,,
10/7/2018 2:30,0,25.4,10/7/2018 2:30,,
10/7/2018 2:45,0,25.4,10/7/2018 2:45,,
10/7/2018 3:00,0,25.4,10/7/2018 3:00,,
10/7/2018 3:15,0,25.4,10/7/2018 3:15,,
10/7/2018 3:30,0,25.4,10/7/2018 3:30,,
10/7/2018 3:45,0,25.4,10/7/2018 3:45,,
10/7/2018 4:00,0,25.4,10/7/2018 4:00,,
10/7/2018 4:15,0,25.4,10/7/2018 4:15,,
10/7/2018 4:30,0,25.4,10/7/2018 4:30,,
10/7/2018 4:45,0,25.4,10/7/2018 4:45,,
10/7/2018 5:00,0,25.4,10/7/2018 5:00,,
10/7/2018 5:15,0,25.4,10/7/2018 5:15,,
10/7/2018 5:30,0,25.4,10/7/2018 5:30,,
10/7/2018 5:45,0,25.4,10/7/2018 5:45,,
10/7/2018 6:00,0,25.4,10/7/2018 6:00,,
10/7/2018 6:15,0,25.4,10/7/2018 6:15,,
10/7/2018 6:30,0,25.4,10/7/2018 6:30,,
10/7/2018 6:45,0,25.4,10/7/2018 6:45,,
10/7/2018 7:00,0,25.4,10/7/2018 7:00,,
10/7/2018 7:15,0,25.4,10/7/2018 7:15,,
10/7/2018 7:30,0,25.4,10/7/2018 7:30,,
10/7/2018 7:45,0,25.4,10/7/2018 7:45,,
10/7/2018 8:00,0,25.4,10/7/2018 8:00,,
10/7/2018 8:15,0,25.4,10/7/2018 8:15,,
10/7/2018 8:30,0,25.4,10/7/2018 8:30,,
10/7/2018 8:45,0,25.4,10/7/2018 8:45,,
10/7/2018 9:00,0,25.4,10/7/2018 9:00,,
10/7/2018 9:15,0,25.4,10/7/2018 9:15,,
10/7/2018 9:30,0,25.4,10/7/2018 9:30,,
10/7/2018 9:45,0,25.4,10/7/2018 9:45,,
10/7/2018 10:00,0,25.4,10/7/2018 10:00,,
10/7/2018 10:15,0,25.4,10/7/2018 10:15,,
10/7/2018 10:30,0,25.4,10/7/2018 10:30,,
10/7/2018 10:45,0,25.4,10/7/2018 10:45,,
10/7/2018 11:00,0,25.4,10/7/2018 11:00,,
10/7/2018 11:15,0,25.4,10/7/2018 11:15,,
10/7/2018 11:30,0,25.4,10/7/2018 11:30,,
10/7/2018 11:45,0,25.4,10/7/2018 11:45,,
10/7/2018 12:00,0,25.4,10/7/2018 12:00,,
10/7/2018 12:15,0,25.4,10/7/2018 12:15,,
10/7/2018 12:30,0,25.4,10/7/2018 12:30,,
10/7/2018 12:45,0,25.4,10/7/2018 12:45,,
10/7/2018 13:00,0,25.4,10/7/2018 13:00,,
10/7/2018 13:15,0,25.4,10/7/2018 13:15,,
10/7/2018 13:30,0,25.4,10/7/2018 13:30,,
10/7/2018 13:45,0,25.4,10/7/2018 13:45,,
10/7/2018 14:00,0,25.4,10/7/2018 14:00,,
10/7/2018 14:15,0,25.4,10/7/2018 14:15,,
10/7/2018 14:30,0,25.4,10/7/2018 14:30,,
10/7/2018 14:45,0,25.4,10/7/2018 14:45,,
10/7/2018 15:00,0,25.4,10/7/2018 15:00,,
10/7/2018 15:15,0,25.4,10/7/2018 15:15,,
10/7/2018 15:30,0,25.4,10/7/2018 15:30,,
10/7/2018 15:45,0,25.4,10/7/2018 15:45,,
10/7/2018 16:00,0,25.4,10/7/2018 16:00,,
10/7/2018 16:15,0,25.4,10/7/2018 16:15,,
10/7/2018 16:30,0,25.4,10/7/2018 16:30,,
10/7/2018 16:45,0,25.4,10/7/2018 16:45,,
10/7/2018 17:00,0,25.4,10/7/2018 17:00,,
10/7/2018 17:15,0,25.4,10/7/2018 17:15,,
10/7/2018 17:30,0,25.4,10/7/2018 17:30,,
10/7/2018 17:45,0,25.4,10/7/2018 17:45,,
10/7/2018 18:00,0,25.4,10/7/2018 18:00,,
10/7/2018 18:15,0,25.4,10/7/2018 18:15,,
10/7/2018 18:30,0,25.4,10/7/2018 18:30,,
10/7/2018 18:45,0,25.4,10/7/2018 18:45,,
10/7/2018 19:00,0,25.4,10/7/2018 19:00,,
10/7/2018 19:15,0,25.4,10/7/2018 19:15,,
10/7/2018 19:30,0,25.4,10/7/2018 19:30,,
10/7/2018 19:45,0,25.4,10/7/2018 19:45,,
10/7/2018 20:00,0,25.4,10/7/2018 20:00,,
10/7/2018 20:15,0,25.4,10/7/2018 20:15,,
10/7/2018 20:30,0,25.4,10/7/2018 20:30,,
10/7/2018 20:45,0,25.4,10/7/2018 20:45,,
10/7/2018 21:00,0,25.4,10/7/2018 21:00,,
10/7/2018 21:15,0,25.4,10/7/2018 21:15,,
10/7/2018 21:30,0,25.4,10/7/2018 21:30,,
10/7/2018 21:45,0,25.4,10/7/2018 21:45,,
10/7/2018 22:00,0,25.4,10/7/2018 22:00,,
10/7/2018 22:15,0,25.4,10/7/2018 22:15,,
10/7/2018 22:30,0,25.4,10/7/2018 22:30,,
10/7/2018 22:45,0,25.4,10/7/2018 22:45,,
10/7/2018 23:00,0,25.4,10/7/2018 23:00,,
10/7/2018 23:15,0,25.4,10/7/2018 23:15,,
10/7/2018 23:30,0,25.4,10/7/2018 23:30,,
10/7/2018 23:45,0,25.4,10/7/2018 23:45,,
10/8/2018 0:00,0,25.4,10/8/2018 0:00,,
10/8/2018 0:15,0,25.4,10/8/2018 0:15,,
10/8/2018 0:30,0,25.4,10/8/2018 0:30,,
10/8/2018 0:45,0,25.4,10/8/2018 0:45,,
10/8/2018 1:00,0,25.4,10/8/2018 1:00,,
10/8/2018 1:15,0,25.4,10/8/2018 1:15,,
10/8/2018 1:30,0,25.4,10/8/2018 1:30,,
10/8/2018 1:45,0,25.4,10/8/2018 1:45,,
10/8/2018 2:00,0,25.4,10/8/2018 2:00,,
10/8/2018 2:15,0,25.4,10/8/2018 2:15,,
10/8/2018 2:30,0,25.4,10/8/2018 2:30,,
10/8/2018 2:45,0,25.4,10/8/2018 2:45,,
10/8/2018 3:00,0,25.4,10/8/2018 3:00,,
10/8/2018 3:15,0,25.4,10/8/2018 3:15,,
10/8/2018 3:30,0,25.4,10/8/2018 3:30,,
10/8/2018 3:45,0,25.4,10/8/2018 3:45,,
10/8/2018 4:00,0,25.4,10/8/2018 4:00,,
10/8/2018 4:15,0,25.4,10/8/2018 4:15,,
10/8/2018 4:30,0,25.4,10/8/2018 4:30,,
10/8/2018 4:45,0,25.4,10/8/2018 4:45,,
10/8/2018 5:00,0,25.4,10/8/2018 5:00,,
10/8/2018 5:15,0,25.4,10/8/2018 5:15,,
10/8/2018 5:30,0,25.4,10/8/2018 5:30,,
10/8/2018 5:45,0,25.4,10/8/2018 5:45,,
10/8/2018 6:00,0,25.4,10/8/2018 6:00,,
10/8/2018 6:15,0,25.4,10/8/2018 6:15,,
10/8/2018 6:30,0,25.4,10/8/2018 6:30,,
10/8/2018 6:45,0,25.4,10/8/2018 6:45,,
10/8/2018 7:00,0,25.4,10/8/2018 7:00,,
10/8/2018 7:15,0,25.4,10/8/2018 7:15,,
10/8/2018 7:30,0,25.4,10/8/2018 7:30,,
10/8/2018 7:45,0,25.4,10/8/2018 7:45,,
10/8/2018 8:00,0,25.4,10/8/2018 8:00,,
10/8/2018 8:15,0,25.4,10/8/2018 8:15,,
10/8/2018 8:30,0,25.4,10/8/2018 8:30,,
10/8/2018 8:45,0,25.4,10/8/2018 8:45,,
10/8/2018 9:00,0,25.4,10/8/2018 9:00,,
10/8/2018 9:15,0,25.4,10/8/2018 9:15,,
10/8/2018 9:30,0,25.4,10/8/2018 9:30,,
10/8/2018 9:45,0,25.4,10/8/2018 9:45,,
10/8/2018 10:00,0,25.4,10/8/2018 10:00,,
10/8/2018 10:15,0,25.4,10/8/2018 10:15,,
10/8/2018 10:30,0,25.4,10/8/2018 10:30,,
10/8/2018 10:45,0,25.4,10/8/2018 10:45,,
10/8/2018 11:00,0,25.4,10/8/2018 11:00,,
10/8/2018 11:15,0,25.4,10/8/2018 11:15,,
10/8/2018 11:30,0,25.4,10/8/2018 11:30,,
10/8/2018 11:45,0,25.4,10/8/2018 11:45,,
10/8/2018 12:00,0,25.4,10/8/2018 12:00,,
10/8/2018 12:15,0,25.4,10/8/2018 12:15,,
10/8/2018 12:30,0,25.4,10/8/2018 12:30,,
10/8/2018 12:45,0,25.4,10/8/2018 12:45,,
10/8/2018 13:00,0,25.4,10/8/2018 13:00,,
10/8/2018 13:15,0,25.4,10/8/2018 13:15,,
10/8/2018 13:30,0,25.4,10/8/2018 13:30,,
10/8/2018 13:45,0,25.4,10/8/2018 13:45,,
10/8/2018 14:00,0,25.4,10/8/2018 14:00,,
10/8/2018 14:15,0,25.4,10/8/2018 14:15,,
10/8/2018 14:30,0,25.4,10/8/2018 14:30,,
10/8/2018 14:45,0,25.4,10/8/2018 14:45,,
10/8/2018 15:00,0,25.4,10/8/2018 15:00,,
10/8/2018 15:15,0,25.4,10/8/2018 15:15,,
10/8/2018 15:30,0,25.4,10/8/2018 15:30,,
10/8/2018 15:45,0,25.4,10/8/2018 15:45,,
10/8/2018 16:00,0,25.4,10/8/2018 16:00,,
10/8/2018 16:15,0,25.4,10/8/2018 16:15,,
10/8/2018 16:30,0,25.4,10/8/2018 16:30,,
10/8/2018 16:45,0,25.4,10/8/2018 16:45,,
10/8/2018 17:00,0,25.4,10/8/2018 17:00,,
10/8/2018 17:15,0,25.4,10/8/2018 17:15,,
10/8/2018 17:30,0,25.4,10/8/2018 17:30,,
10/8/2018 17:45,0,25.4,10/8/2018 17:45,,
10/8/2018 18:00,0,25.4,10/8/2018 18:00,,
10/8/2018 18:15,0,25.4,10/8/2018 18:15,,
10/8/2018 18:30,0,25.4,10/8/2018 18:30,,
10/8/2018 18:45,0,25.4,10/8/2018 18:45,,
10/8/2018 19:00,0,25.4,10/8/2018 19:00,,
10/8/2018 19:15,0,25.4,10/8/2018 19:15,,
10/8/2018 19:30,0,25.4,10/8/2018 19:30,,
10/8/2018 19:45,0,25.4,10/8/2018 19:45,,
10/8/2018 20:00,0,25.4,10/8/2018 20:00,,
10/8/2018 20:15,0,25.4,10/8/2018 20:15,,
10/8/2018 20:30,0,25.4,10/8/2018 20:30,,
10/8/2018 20:45,0,25.4,10/8/2018 20:45,,
10/8/2018 21:00,0,25.4,10/8/2018 21:00,,
10/8/2018 21:15,0,25.4,10/8/2018 21:15,,
10/8/2018 21:30,0,25.4,10/8/2018 21:30,,
10/8/2018 21:45,0,25.4,10/8/2018 21:45,,
10/8/2018 22:00,0,25.4,10/8/2018 22:00,,
10/8/2018 22:15,0,25.4,10/8/2018 22:15,,
10/8/2018 22:30,0,25.4,10/8/2018 22:30,,
10/8/2018 22:45,0,25.4,10/8/2018 22:45,,
10/8/2018 23:00,0,25.4,10/8/2018 23:00,,
10/8/2018 23:15,0,25.4,10/8/2018 23:15,,
10/8/2018 23:30,0,25.4,10/8/2018 23:30,,
10/8/2018 23:45,0,25.4,10/8/2018 23:45,,
10/9/2018 0:00,0,25.4,10/9/2018 0:00,,
10/9/2018 0:15,0,25.4,10/9/2018 0:15,,
10/9/2018 0:30,0,25.4,10/9/2018 0:30,,
10/9/2018 0:45,0,25.4,10/9/2018 0:45,,
10/9/2018 1:00,0,25.4,10/9/2018 1:00,,
10/9/2018 1:15,0,25.4,10/9/2018 1:15,,
10/9/2018 1:30,0,25.4,10/9/2018 1:30,,
10/9/2018 1:45,0,25.4,10/9/2018 1:45,,
10/9/2018 2:00,0,25.4,10/9/2018 2:00,,
10/9/2018 2:15,0,25.4,10/9/2018 2:15,,
10/9/2018 2:30,0,25.4,10/9/2018 2:30,,
10/9/2018 2:45,0,25.4,10/9/2018 2:45,,
10/9/2018 3:00,0,25.4,10/9/2018 3:00,,
10/9/2018 3:15,0,25.4,10/9/2018 3:15,,
10/9/2018 3:30,0,25.4,10/9/2018 3:30,,
10/9/2018 3:45,0,25.4,10/9/2018 3:45,,
10/9/2018 4:00,0,25.4,10/9/2018 4:00,,
10/9/2018 4:15,0,25.4,10/9/2018 4:15,,
10/9/2018 4:30,0,25.4,10/9/2018 4:30,,
10/9/2018 4:45,0,25.4,10/9/2018 4:45,,
10/9/2018 5:00,0,25.4,10/9/2018 5:00,,
10/9/2018 5:15,0,25.4,10/9/2018 5:15,,
10/9/2018 5:30,0,25.4,10/9/2018 5:30,,
10/9/2018 5:45,0,25.4,10/9/2018 5:45,,
10/9/2018 6:00,0,25.4,10/9/2018 6:00,,
10/9/2018 6:15,0,25.4,10/9/2018 6:15,,
10/9/2018 6:30,0,25.4,10/9/2018 6:30,,
10/9/2018 6:45,0,25.4,10/9/2018 6:45,,
10/9/2018 7:00,0,25.4,10/9/2018 7:00,,
10/9/2018 7:15,0,25.4,10/9/2018 7:15,,
10/9/2018 7:30,0,25.4,10/9/2018 7:30,,
10/9/2018 7:45,0,25.4,10/9/2018 7:45,,
10/9/2018 8:00,0,25.4,10/9/2018 8:00,,
10/9/2018 8:15,0,25.4,10/9/2018 8:15,,
10/9/2018 8:30,0,25.4,10/9/2018 8:30,,
10/9/2018 8:45,0,25.4,10/9/2018 8:45,,
10/9/2018 9:00,0,25.4,10/9/2018 9:00,,
10/9/2018 9:15,0,25.4,10/9/2018 9:15,,
10/9/2018 9:30,0,25.4,10/9/2018 9:30,,
10/9/2018 9:45,0,25.4,10/9/2018 9:45,,
10/9/2018 10:00,0,25.4,10/9/2018 10:00,,
10/9/2018 10:15,0,25.4,10/9/2018 10:15,,
10/9/2018 10:30,0,25.4,10/9/2018 10:30,,
10/9/2018 10:45,0,25.4,10/9/2018 10:45,,
10/9/2018 11:00,0,25.4,10/9/2018 11:00,,
10/9/2018 11:15,0,25.4,10/9/2018 11:15,,
10/9/2018 11:30,0,25.4,10/9/2018 11:30,,
10/9/2018 11:45,0,25.4,10/9/2018 11:45,,
10/9/2018 12:00,0,25.4,10/9/2018 12:00,,
10/9/2018 12:15,0,25.4,10/9/2018 12:15,,
10/9/2018 12:30,0,25.4,10/9/2018 12:30,,
10/9/2018 12:45,0,25.4,10/9/2018 12:45,,
10/9/2018 13:00,0,25.4,10/9/2018 13:00,,
10/9/2018 13:15,0,25.4,10/9/2018 13:15,,
10/9/2018 13:30,0,25.4,10/9/2018 13:30,,
10/9/2018 13:45,0,25.4,10/9/2018 13:45,,
10/9/2018 14:00,0,25.4,10/9/2018 14:00,,
10/9/2018 14:15,0,25.4,10/9/2018 14:15,,
10/9/2018 14:30,0,25.4,10/9/2018 14:30,,
10/9/2018 14:45,0,25.4,10/9/2018 14:45,,
10/9/2018 15:00,0,25.4,10/9/2018 15:00,,
10/9/2018 15:15,0,25.4,10/9/2018 15:15,,
10/9/2018 15:30,0,25.4,10/9/2018 15:30,,
10/9/2018 15:45,0,25.4,10/9/2018 15:45,,
10/9/2018 16:00,0,25.4,10/9/2018 16:00,,
10/9/2018 16:15,0,25.4,10/9/2018 16:15,,
10/9/2018 16:30,0,25.4,10/9/2018 16:30,,
10/9/2018 16:45,0,25.4,10/9/2018 16:45,,
10/9/2018 17:00,0,25.4,10/9/2018 17:00,,
10/9/2018 17:15,0,25.4,10/9/2018 17:15,,
10/9/2018 17:30,0,25.4,10/9/2018 17:30,,
10/9/2018 17:45,0,25.4,10/9/2018 17:45,,
10/9/2018 18:00,0,25.4,10/9/2018 18:00,,
10/9/2018 18:15,0,25.4,10/9/2018 18:15,,
10/9/2018 18:30,0,25.4,10/9/2018 18:30,,
10/9/2018 18:45,0,25.4,10/9/2018 18:45,,
10/9/2018 19:00,0,25.4,10/9/2018 19:00,,
10/9/2018 19:15,0,25.4,10/9/2018 19:15,,
10/9/2018 19:30,0,25.4,10/9/2018 19:30,,
10/9/2018 19:45,0,25.4,10/9/2018 19:45,,
10/9/2018 20:00,0,25.4,10/9/2018 20:00,,
10/9/2018 20:15,0,25.4,10/9/2018 20:15,,
10/9/2018 20:30,0,25.4,10/9/2018 20:30,,
10/9/2018 20:45,0,25.4,10/9/2018 20:45,,
10/9/2018 21:00,0,25.4,10/9/2018 21:00,,
10/9/2018 21:15,0,25.4,10/9/2018 21:15,,
10/9/2018 21:30,0,25.4,10/9/2018 21:30,,
10/9/2018 21:45,0,25.4,10/9/2018 21:45,,
10/9/2018 22:00,0,25.4,10/9/2018 22:00,,
10/9/2018 22:15,0,25.4,10/9/2018 22:15,,
10/9/2018 22:30,0,25.4,10/9/2018 22:30,,
10/9/2018 22:45,0,25.4,10/9/2018 22:45,,
10/9/2018 23:00,0,25.4,10/9/2018 23:00,,
10/9/2018 23:15,0,25.4,10/9/2018 23:15,,
10/9/2018 23:30,0,25.4,10/9/2018 23:30,,
10/9/2018 23:45,0,25.4,10/9/2018 23:45,,
10/10/2018 0:00,0,25.4,10/10/2018 0:00,,
10/10/2018 0:15,0,25.4,10/10/2018 0:15,,
10/10/2018 0:30,0,25.4,10/10/2018 0:30,,
10/10/2018 0:45,0,25.4,10/10/2018 0:45,,
10/10/2018 1:00,0,25.4,10/10/2018 1:00,,
10/10/2018 1:15,0,25.4,10/10/2018 1:15,,
10/10/2018 1:30,0,25.4,10/10/2018 1:30,,
10/10/2018 1:45,0,25.4,10/10/2018 1:45,,
10/10/2018 2:00,0,25.4,10/10/2018 2:00,,
10/10/2018 2:15,0,25.4,10/10/2018 2:15,,
10/10/2018 2:30,0,25.4,10/10/2018 2:30,,
10/10/2018 2:45,0,25.4,10/10/2018 2:45,,
10/10/2018 3:00,0,25.4,10/10/2018 3:00,,
10/10/2018 3:15,0,25.4,10/10/2018 3:15,,
10/10/2018 3:30,0,25.4,10/10/2018 3:30,,
10/10/2018 3:45,0,25.4,10/10/2018 3:45,,
10/10/2018 4:00,0,25.4,10/10/2018 4:00,,
10/10/2018 4:15,0,25.4,10/10/2018 4:15,,
10/10/2018 4:30,0,25.4,10/10/2018 4:30,,
10/10/2018 4:45,0,25.4,10/10/2018 4:45,,
10/10/2018 5:00,0,25.4,10/10/2018 5:00,,
10/10/2018 5:15,0,25.4,10/10/2018 5:15,,
10/10/2018 5:30,0,25.4,10/10/2018 5:30,,
10/10/2018 5:45,0,25.4,10/10/2018 5:45,,
10/10/2018 6:00,0,25.4,10/10/2018 6:00,,
10/10/2018 6:15,0,25.4,10/10/2018 6:15,,
10/10/2018 6:30,0,25.4,10/10/2018 6:30,,
10/10/2018 6:45,0,25.4,10/10/2018 6:45,,
10/10/2018 7:00,0,25.4,10/10/2018 7:00,,
10/10/2018 7:15,0,25.4,10/10/2018 7:15,,
10/10/2018 7:30,0,25.4,10/10/2018 7:30,,
10/10/2018 7:45,0,25.4,10/10/2018 7:45,,
10/10/2018 8:00,0,25.4,10/10/2018 8:00,,
10/10/2018 8:15,0,25.4,10/10/2018 8:15,,
10/10/2018 8:30,0,25.4,10/10/2018 8:30,,
10/10/2018 8:45,0,25.4,10/10/2018 8:45,,
10/10/2018 9:00,0,25.4,10/10/2018 9:00,,
10/10/2018 9:15,0,25.4,10/10/2018 9:15,,
10/10/2018 9:30,0,25.4,10/10/2018 9:30,,
10/10/2018 9:45,0,25.4,10/10/2018 9:45,,
10/10/2018 10:00,0,25.4,10/10/2018 10:00,,
10/10/2018 10:15,0,25.4,10/10/2018 10:15,,
10/10/2018 10:30,0,25.4,10/10/2018 10:30,,
10/10/2018 10:45,0,25.4,10/10/2018 10:45,,
10/10/2018 11:00,0,25.4,10/10/2018 11:00,,
10/10/2018 11:15,0,25.4,10/10/2018 11:15,,
10/10/2018 11:30,0,25.4,10/10/2018 11:30,,
10/10/2018 11:45,0,25.4,10/10/2018 11:45,,
10/10/2018 12:00,0,25.4,10/10/2018 12:00,,
10/10/2018 12:15,0,25.4,10/10/2018 12:15,,
10/10/2018 12:30,0,25.4,10/10/2018 12:30,,
10/10/2018 12:45,0,25.4,10/10/2018 12:45,,
10/10/2018 13:00,0,25.4,10/10/2018 13:00,,
10/10/2018 13:15,0,25.4,10/10/2018 13:15,,
10/10/2018 13:30,0,25.4,10/10/2018 13:30,,
10/10/2018 13:45,0,25.4,10/10/2018 13:45,,
10/10/2018 14:00,0,25.4,10/10/2018 14:00,,
10/10/2018 14:15,0,25.4,10/10/2018 14:15,,
10/10/2018 14:30,0,25.4,10/10/2018 14:30,,
10/10/2018 14:45,0,25.4,10/10/2018 14:45,,
10/10/2018 15:00,0,25.4,10/10/2018 15:00,,
10/10/2018 15:15,0,25.4,10/10/2018 15:15,,
10/10/2018 15:30,0,25.4,10/10/2018 15:30,,
10/10/2018 15:45,0,25.4,10/10/2018 15:45,,
10/10/2018 16:00,0,25.4,10/10/2018 16:00,,
10/10/2018 16:15,0,25.4,10/10/2018 16:15,,
10/10/2018 16:30,0,25.4,10/10/2018 16:30,,
10/10/2018 16:45,0,25.4,10/10/2018 16:45,,
10/10/2018 17:00,0,25.4,10/10/2018 17:00,,
